,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_filter__n,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
11,3.245679569244385,0.543702056502453,0.01965937614440918,9.338641182482529e-05,0.1,"(50, 50)",25,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 25}",0.7563208881268193,0.7511579720739396,0.7682611182949851,0.7721287785463851,0.7720643794689668,0.7639855612415145,0.008638979929624554,13,0.7756435308841091,0.7536877703408189,0.760334817467432,0.7792429475531908,0.7872752722536244,0.771236867699835,0.012390092276129512
12,3.2469978809356688,0.5443751861561678,0.019631099700927735,0.00013726860608032543,0.1,"(50, 50)",30,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 30}",0.7563208881268193,0.7511579720739396,0.7682611182949851,0.7721287785463851,0.7720643794689668,0.7639855612415145,0.008638979929624554,13,0.7756435308841091,0.7536877703408189,0.760334817467432,0.7792429475531908,0.7872752722536244,0.771236867699835,0.012390092276129512
13,3.2461148738861083,0.5473998818199322,0.019715261459350587,0.00021532423362851064,0.1,"(50, 50)",35,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 35}",0.7563208881268193,0.7511579720739396,0.7682611182949851,0.7721287785463851,0.7720643794689668,0.7639855612415145,0.008638979929624554,13,0.7756435308841091,0.7536877703408189,0.760334817467432,0.7792429475531908,0.7872752722536244,0.771236867699835,0.012390092276129512
14,3.252933692932129,0.5381957688005836,0.019649600982666014,0.00029344368879158557,0.1,"(50, 50)",40,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 40}",0.7563208881268193,0.7511579720739396,0.7682611182949851,0.7721287785463851,0.7720643794689668,0.7639855612415145,0.008638979929624554,13,0.7756435308841091,0.7536877703408189,0.760334817467432,0.7792429475531908,0.7872752722536244,0.771236867699835,0.012390092276129512
15,3.2431856632232665,0.5424081237017508,0.019787693023681642,0.00017529331672704978,0.1,"(50, 50)",45,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 45}",0.7563208881268193,0.7511579720739396,0.7682611182949851,0.7721287785463851,0.7720643794689668,0.7639855612415145,0.008638979929624554,13,0.7756435308841091,0.7536877703408189,0.760334817467432,0.7792429475531908,0.7872752722536244,0.771236867699835,0.012390092276129512
16,3.248479223251343,0.5457868100421301,0.019611644744873046,0.0001646931900491138,0.1,"(50, 50)",50,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 50}",0.7563208881268193,0.7511579720739396,0.7682611182949851,0.7721287785463851,0.7720643794689668,0.7639855612415145,0.008638979929624554,13,0.7756435308841091,0.7536877703408189,0.760334817467432,0.7792429475531908,0.7872752722536244,0.771236867699835,0.012390092276129512
17,3.2499561309814453,0.5482781700540705,0.019754981994628905,0.0002048073380335608,0.1,"(50, 50)",55,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 55}",0.7563208881268193,0.7511579720739396,0.7682611182949851,0.7721287785463851,0.7720643794689668,0.7639855612415145,0.008638979929624554,13,0.7756435308841091,0.7536877703408189,0.760334817467432,0.7792429475531908,0.7872752722536244,0.771236867699835,0.012390092276129512
18,3.6916218280792235,1.3999378890179637,0.019892120361328126,0.00016856969818196974,0.1,"(50, 50)",60,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 60}",0.7563208881268193,0.7511579720739396,0.7682611182949851,0.7721287785463851,0.7720643794689668,0.7639855612415145,0.008638979929624554,13,0.7756435308841091,0.7536877703408189,0.760334817467432,0.7792429475531908,0.7872752722536244,0.771236867699835,0.012390092276129512
19,2.061780595779419,0.2693039659713744,0.016524839401245116,0.0003031479023189466,0.1,"(50,)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'filter__n': 2}",0.6311651717366924,0.5,0.5,0.6511776535371723,0.6732703748004278,0.5911127966275694,0.07558430756922237,373,0.6401964359393094,0.5,0.5,0.658342103782087,0.6658174839176838,0.5928712047278161,0.07628551253682946
20,2.3064008235931395,0.15525316660999958,0.01639900207519531,0.00013182978855800584,0.1,"(50,)",3,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'filter__n': 3}",0.6128656341887143,0.6565683239048276,0.6501370462120458,0.6351000768607137,0.6330598163145941,0.6375466804978024,0.015203644659948033,353,0.6220671997545518,0.6649214854792731,0.6355095823769777,0.6461855568612405,0.6284203335689973,0.6394208316082081,0.015056574788261709
21,2.4348294734954834,0.16508219148519554,0.01664280891418457,0.00010664673849419186,0.1,"(50,)",4,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'filter__n': 4}",0.6698999362661433,0.6661498487702419,0.6710902752450018,0.6579729829327101,0.6700353301963842,0.6670298082983089,0.004828084236586449,341,0.6698188680521766,0.6876901420333739,0.6548693668805617,0.6702776079202807,0.6699355079017139,0.6705182985576214,0.01039853884882378
22,2.763771915435791,0.4128534109593883,0.016747188568115235,8.056507755217047e-05,0.1,"(50,)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'filter__n': 5}",0.7017546283358306,0.7264892591873328,0.7280657642878833,0.7132813733851355,0.7130446409282277,0.716527581221742,0.009729627251418045,308,0.7170848026846628,0.7161645444467116,0.7085745261015993,0.7247294886947786,0.7177010383289997,0.7168508800513503,0.005134570173159348
23,2.7270639896392823,0.6552532803413644,0.01682314872741699,0.0001483888276462343,0.1,"(50,)",6,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'filter__n': 6}",0.722733119343357,0.7232483583663712,0.7311654875113744,0.7116043884308834,0.7165132442130666,0.7210537324846401,0.006630094209139068,294,0.7383260298062091,0.7149329925119391,0.7139773115669107,0.7229308098087256,0.7261103390520313,0.7232554965491632,0.00883996956852038
24,2.4418922901153564,0.438533304691337,0.016921806335449218,0.00025496329015835267,0.1,"(50,)",7,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'filter__n': 7}",0.7423960140814456,0.7473611762396393,0.7556897334809053,0.7472461753898314,0.7392245535643714,0.7463841209035174,0.005575919832619444,272,0.750272391239374,0.742878793697068,0.7509463028943856,0.7587133194382597,0.7490207892779384,0.750366319309405,0.0050574915808781805
25,2.4816798686981203,0.328956126538567,0.016859674453735353,0.00011185034555402773,0.1,"(50,)",8,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'filter__n': 8}",0.7464943747371833,0.7642539375787134,0.7579666005118708,0.7212293502637481,0.7468843034866504,0.7473669022934636,0.014708390800891126,265,0.7515830889857561,0.7515596767645896,0.7501853398955995,0.7274848981929027,0.7563716585171176,0.7474369324711931,0.010194649371904013
26,2.5163408756256103,0.2380571855513975,0.017016124725341798,0.00015962506867273193,0.1,"(50,)",9,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'filter__n': 9}",0.7538775815238128,0.7545592601188681,0.7584439465730289,0.7423815765922276,0.7402915729182583,0.7499119619766276,0.007202193589866668,225,0.761040746116393,0.7447179116917342,0.7534930523945766,0.7563336793803391,0.7483802631435247,0.7527931305453135,0.005757275353768733
27,2.4172683238983153,0.11270795266158494,0.016942310333251952,6.98706219068756e-05,0.1,"(50,)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'filter__n': 10}",0.7486707201610029,0.7612893396046185,0.7598100667916081,0.7421496783431778,0.7396912757336087,0.7503235075632094,0.008863625373901857,223,0.7558347763191785,0.7489162675318954,0.7553228663758417,0.7525992227671171,0.7489165678812633,0.7523179401750593,0.0029872244001942364
